#2024-02-28 12:00:55.455041
#Chr	Start	Stop	EntrezID										Gene_Accession
1	1470738	1470887	339453										TMEM240;NM_001114748.2
1	1470968	1471177	339453										TMEM240;NM_001114748.2
1	1475063	1475170	339453										TMEM240;NM_001114748.2
1	1475669	1476004	339453										TMEM240;NM_001114748.2
1	2337204	2337273	5192										PEX10;NM_153818.2
1	2337922	2338058	5192										PEX10;NM_153818.2
1	2338158	2338394	5192										PEX10;NM_153818.2
1	2339890	2340297	5192										PEX10;NM_153818.2
1	2341809	2341890	5192										PEX10;NM_153818.2
1	2343829	2344003	5192										PEX10;NM_153818.2
1	6527622	6527632	57449										PLEKHG5;NM_020631.6
1	6527884	6528646	57449										PLEKHG5;NM_020631.6
1	6529101	6529301	57449										PLEKHG5;NM_020631.6
1	6529394	6529510	57449										PLEKHG5;NM_020631.6
1	6529603	6529736	57449										PLEKHG5;NM_020631.6
1	6530295	6530415	57449										PLEKHG5;NM_020631.6
1	6530565	6530703	57449										PLEKHG5;NM_020631.6
1	6530794	6530944	57449										PLEKHG5;NM_020631.6
1	6531049	6531160	57449										PLEKHG5;NM_020631.6
1	6531547	6531697	57449										PLEKHG5;NM_020631.6
1	6531817	6531868	57449										PLEKHG5;NM_020631.6
1	6532586	6532682	57449										PLEKHG5;NM_020631.6
1	6533045	6533234	57449										PLEKHG5;NM_020631.6
1	6533310	6533514	57449										PLEKHG5;NM_020631.6
1	6534072	6534224	57449										PLEKHG5;NM_020631.6
1	6534510	6534647	57449										PLEKHG5;NM_020631.6
1	6535106	6535198	57449										PLEKHG5;NM_020631.6
1	6535521	6535582	57449										PLEKHG5;NM_020631.6
1	6535990	6536096	57449										PLEKHG5;NM_020631.6
1	6537588	6537718	57449										PLEKHG5;NM_020631.6
1	6551696	6551727	57449										PLEKHG5;NM_020631.6
1	8021770	8021853	11315										PARK7;NM_007262.5
1	8022822	8022935	11315										PARK7;NM_007262.5
1	8025383	8025485	11315										PARK7;NM_007262.5
1	8029404	8029464	11315										PARK7;NM_007262.5
1	8030953	8031023	11315										PARK7;NM_007262.5
1	8037711	8037798	11315										PARK7;NM_007262.5
1	8044953	8045114	11315										PARK7;NM_007262.5
1	10535006	10535059	5195										PEX14;NM_004565.3
1	10555330	10555378	5195										PEX14;NM_004565.3
1	10596269	10596354	5195										PEX14;NM_004565.3
1	10659294	10659423	5195										PEX14;NM_004565.3
1	10678388	10678474	5195										PEX14;NM_004565.3
1	10683075	10683178	5195										PEX14;NM_004565.3
1	10684396	10684494	5195										PEX14;NM_004565.3
1	10687328	10687420	5195										PEX14;NM_004565.3
1	10689587	10690044	5195										PEX14;NM_004565.3
1	11072710	11072800	23435										TARDBP;NM_007375.4
1	11073772	11074022	23435										TARDBP;NM_007375.4
1	11076900	11077064	23435										TARDBP;NM_007375.4
1	11078789	11078930	23435										TARDBP;NM_007375.4
1	11080485	11080656	23435										TARDBP;NM_007375.4
1	11082180	11082711	23435										TARDBP;NM_007375.4
1	11734831	11734873	10459										MAD2L2;NM_006341.4
1	11735138	11735231	10459										MAD2L2;NM_006341.4
1	11735714	11735788	10459										MAD2L2;NM_006341.4
1	11736102	11736197	10459										MAD2L2;NM_006341.4
1	11736904	11737005	10459										MAD2L2;NM_006341.4
1	11737599	11737671	10459										MAD2L2;NM_006341.4
1	11740409	11740528	10459										MAD2L2;NM_006341.4
1	11740618	11740670	10459										MAD2L2;NM_006341.4
1	11741095	11741205	10459										MAD2L2;NM_006341.4
1	11850736	11850955	4524										MTHFR;NM_005957.5
1	11851263	11851383	4524										MTHFR;NM_005957.5
1	11852334	11852436	4524										MTHFR;NM_005957.5
1	11853963	11854146	4524										MTHFR;NM_005957.5
1	11854414	11854595	4524										MTHFR;NM_005957.5
1	11854785	11854920	4524										MTHFR;NM_005957.5
1	11855154	11855405	4524										MTHFR;NM_005957.5
1	11856262	11856456	4524										MTHFR;NM_005957.5
1	11860268	11860379	4524										MTHFR;NM_005957.5
1	11861217	11861456	4524										MTHFR;NM_005957.5
1	11862937	11863186	4524										MTHFR;NM_005957.5
1	11865944	11866021	4524										MTHFR;NM_005957.5
1	12040500	12040541	9927										MFN2;NM_014874.4
1	12042026	12042171	9927										MFN2;NM_014874.4
1	12049221	12049400	9927										MFN2;NM_014874.4
1	12052611	12052747	9927										MFN2;NM_014874.4
1	12056212	12056375	9927										MFN2;NM_014874.4
1	12057353	12057478	9927										MFN2;NM_014874.4
1	12058826	12058935	9927										MFN2;NM_014874.4
1	12059044	12059152	9927										MFN2;NM_014874.4
1	12061457	12061611	9927										MFN2;NM_014874.4
1	12061825	12061893	9927										MFN2;NM_014874.4
1	12062038	12062160	9927										MFN2;NM_014874.4
1	12064048	12064175	9927										MFN2;NM_014874.4
1	12064565	12064670	9927										MFN2;NM_014874.4
1	12064881	12064984	9927										MFN2;NM_014874.4
1	12065767	12065988	9927										MFN2;NM_014874.4
