"DOC333	Revision1			",,
"Instructions:		",,
All transcripts and gene symbols must be confirmed by a Clinical Scientist. ,,
Check if transcript is available in DSS if not use MANE.,,
"Create bedfile Pan number in Moka.	",,
"Answer following questions				",,
"Please save this as a CSV file.				",,
"				",,
"1. Pan number of bed file to be created	PanXXXX			",Pan5332,
"2. Panel description/name (fill in a-c from Moka)				",CP205 CNV BED- R163 Dec2025 CNV calling,
"2. a) Category	 eg capture kit			","no padding, 5UTR",
"2. b) SubCategory	 description of what is included, eg padding, UTR inclusion (or not),  intronic BED files,  any modifications from an existing BED file",,
"2. c) Panel	 Category and subcategory combined			",,
"3a). Is this BED file used for Exome depth?	Yes/No			",Yes,
"3b). Is this BED file used to generate read counts or filter calls?	Yes/No/N/A			","Yes, filter calls",
"4. a) Is this BED file exclusively based on coordinates provided by a supplier? 	Yes/No/N/A			",No,
"4. b) If yes does this need further padding?	Yes/No/N/A			",N/A,
"5. a) Should specific transcripts be used to create the bed file? (as opposed to all transcripts for a gene)	Yes/No/N/A			",Yes,
"5. b) If specific transcripts are to be used have you provided multiple transcripts for the same gene? (if Yes please state)	Yes/No/N/A			",Yes,
"6. What padding is required around the exons?(usually 10, 30 or 50bp)",0,
"7. a) Should UTRs be included for ALL genes?	Yes/No			",No,
"7. b) Should UTRs be padded? and if so by how much	Yes(10/30/50bp)/No/N/A			",No,
"8. a) Are UTRs required for SOME genes? 	Yes/No			",No,
"8. b) Please list genes/transcripts	Yes/No/N/A			",N/A,
"8. c) Should UTRs be padded? and if so by how much	Yes(10/30/50bp)/No/N/A			",N/A,
"9. Any additional BED files to be included in this BED file?	 (eg intronic region BED files, SNP sites,  CNV control sites etc)	",No,
"10. Are any further regions required to be added?	Yes/No			",No,
"11. Are there any regions in the below transcripts that should be excluded?	 			",No,
"Requested by:				",Heidi Kuoppamaa,
"Requested date:				",12/12/2025,
"				",,
"Please list gene and transcripts below.				",,
,,
"Gene Name				",Transcript,
ANAPC1,NM_022662.4,
APCDD1,NM_153000.5,
AXIN2,NM_004655.4,
C3orf52,NM_024616.3,
CDH3,NM_001793.6,
CDSN,NM_001264.5,
DSG4,NM_177986.5,
EDA,NM_001399.5,
EDAR,NM_022336.4,
EDARADD,NM_145861.4,
GJB6,NM_001110219.3,
GRHL2,NM_024915.4,
HOXC13,NM_017410.3,
HR,NM_005144.5,
IKBKG,NM_001099857.5,
KRT14,NM_000526.5,
KRT25,NM_181534.4,
KRT74,NM_175053.4,
KRT85,NM_002283.4,
LIPH,NM_139248.3,
LPAR6,NM_001162498.3,
MBTPS2,NM_015884.4,
MSX1,NM_002448.3,
NECTIN1,NM_002855.5,
NECTIN4,NM_030916.3,
NFKB2,NM_001322934.2,
NFKBIA,NM_020529.3,
PKP1,NM_001005337.3,
PORCN,NM_203475.3,
PRKD1,NM_002742.3,
RMRP,NR_003051.4,
RSPO4,NM_001029871.4,
SNRPE,NM_003094.4,
ST14,NM_021978.4,
TP63,NM_003722.5,NM_001114980.2
TSPEAR,NM_144991.3,
WNT10A,NM_025216.3,
KRT81,NM_002281.4,
KRT86,NM_001320198.2,
LEF1,NM_016269.5,
LRP6,NM_002336.3,
PPP1R13L,NM_006663.4,
RIPK4,NM_020639.3,
SREBF1,NM_004176.5,
