"DOC333	Revision1			",,
"Instructions:		",,
All transcripts and gene symbols must be confirmed by a Clinical Scientist. ,,
Check if transcript is available in DSS if not use MANE.,,
"Create bedfile Pan number in Moka.	",,
"Answer following questions				",,
"Please save this as a CSV file.				",,
"				",,
"1. Pan number of bed file to be created	PanXXXX			",Pan5330,
"2. Panel description/name (fill in a-c from Moka)				",CP205 CNV BED- R90 Dec2025 CNV calling,
"2. a) Category	 eg capture kit			","no padding, 5UTR",
"2. b) SubCategory	 description of what is included, eg padding, UTR inclusion (or not),  intronic BED files,  any modifications from an existing BED file",,
"2. c) Panel	 Category and subcategory combined			",,
"3a). Is this BED file used for Exome depth?	Yes/No			",Yes,
"3b). Is this BED file used to generate read counts or filter calls?	Yes/No/N/A			","Yes, filter calls",
"4. a) Is this BED file exclusively based on coordinates provided by a supplier? 	Yes/No/N/A			",No,
"4. b) If yes does this need further padding?	Yes/No/N/A			",N/A,
"5. a) Should specific transcripts be used to create the bed file? (as opposed to all transcripts for a gene)	Yes/No/N/A			",Yes,
"5. b) If specific transcripts are to be used have you provided multiple transcripts for the same gene? (if Yes please state)	Yes/No/N/A			",Yes,
"6. What padding is required around the exons?(usually 10, 30 or 50bp)",0,
"7. a) Should UTRs be included for ALL genes?	Yes/No			",No,
"7. b) Should UTRs be padded? and if so by how much	Yes(10/30/50bp)/No/N/A			",No,
"8. a) Are UTRs required for SOME genes? 	Yes/No			",No,
"8. b) Please list genes/transcripts	Yes/No/N/A			",N/A,
"8. c) Should UTRs be padded? and if so by how much	Yes(10/30/50bp)/No/N/A			",N/A,
"9. Any additional BED files to be included in this BED file?	 (eg intronic region BED files, SNP sites,  CNV control sites etc)	",No,
"10. Are any further regions required to be added?	Yes/No			",No,
"11. Are there any regions in the below transcripts that should be excluded?	 			",No,
"Requested by:				",Heidi Kuoppamaa,
"Requested date:				",12/12/2025,
"				",,
"Please list gene and transcripts below.				",,
,,
"Gene Name				",Transcript,
ABCG5,NM_022436.3,
ABCG8,NM_022437.3,
ACTB,NM_001101.5,
ACTN1,NM_001130004.2,
ACVRL1,NM_000020.3,
ANKRD26,NM_014915.3,
ANO6,NM_001025356.3,
AP3B1,NM_003664.5,
AP3D1,NM_001261826.3,
ARPC1B,NM_005720.4,
BLOC1S3,NM_212550.5,
BLOC1S6,NM_012388.4,
CDC42,NM_001791.4,
CHST14,NM_130468.4,
COL3A1,NM_000090.4,
CYCS,NM_018947.6,
DIAPH1,NM_005219.5,
DTNBP1,NM_032122.5,
ENG,NM_001114753.3,
ETV6,NM_001987.5,
F10,NM_000504.4,
F11,NM_000128.4,
F12,NM_000505.4,
F13A1,NM_000129.4,
F13B,NM_001994.3,
F2,NM_000506.5,
F5,NM_000130.5,
F7,NM_019616.4,NM_000131.4
F8,NM_000132.4,
F9,NM_000133.4,
FERMT3,NM_031471.6,
FGA,NM_021871.4,
FGB,NM_005141.5,
FGG,NM_021870.3,
FLI1,NM_002017.5,
FLNA,NM_001110556.2,
FYB1,NM_001465.6,
GATA1,NM_002049.4,
GBA1,NM_000157.4,
GFI1B,NM_001377304.1,
GGCX,NM_000821.7,
GNE,NM_005476.7,NM_001128227.3
GP1BA,NM_000173.7,
GP1BB,NM_000407.5,
GP6,NM_016363.5,NM_001083899.1
GP9,NM_000174.5,
HPS1,NM_000195.5,
HPS3,NM_032383.5,
HPS4,NM_022081.6,
HPS5,NM_181507.2,
HPS6,NM_024747.6,
IKZF5,NM_001372123.1,
ITGA2B,NM_000419.5,
ITGB3,NM_000212.3,
KDSR,NM_002035.4,
KLKB1,NM_000892.5,
KNG1,NM_001102416.3,
LMAN1,NM_005570.4,
LYST,NM_000081.4,
MCFD2,NM_139279.6,
MECOM,NM_004991.4,
MPIG6B,NM_138272.3,
MPL,NM_005373.3,
MYH9,NM_002473.6,
NBEAL2,NM_015175.3,
P2RY12,NM_022788.5,
PLA2G4A,NM_024420.3,
PLAU,NM_002658.6,
PTGS1,NM_000962.4,
RASGRP2,NM_001098671.2,
RBM8A,NM_005105.5,
RUNX1,NM_001754.5,
SERPINE1,NM_000602.5,
SERPINF2,NM_000934.4,
SLFN14,NM_001129820.2,
SRC,NM_198291.3,
STIM1,NM_001382567.1,
STXBP2,NM_006949.4,
TBXA2R,NM_001060.6,
TBXAS1,NM_001061.7,
THBD,NM_000361.3,
THPO,NM_000460.4,
TNXB,NM_001365276.2,
TPM4,NM_003290.3,
TUBB1,NM_030773.4,
VIPAS39,NM_001193315.2,
VKORC1,NM_024006.6,
VPS33B,NM_018668.5,
VWF,NM_000552.5,
WAS,NM_000377.3,
ADAMTS13,NM_139027.6,NM_139025.5
BLOC1S5,NM_201280.3,
