"DOC333	Revision1			",,
"Instructions:		",,
All transcripts and gene symbols must be confirmed by a Clinical Scientist. ,,
Check if transcript is available in DSS if not use MANE.,,
"Create bedfile Pan number in Moka.	",,
"Answer following questions				",,
"Please save this as a CSV file.				",,
"				",,
"1. Pan number of bed file to be created	PanXXXX			",Pan5320,
"2. Panel description/name (fill in a-c from Moka)				",CP205 CNV BED- R211 Dec2025 CNV calling,
"2. a) Category	 eg capture kit			","no padding, 5UTR",
"2. b) SubCategory	 description of what is included, eg padding, UTR inclusion (or not),  intronic BED files,  any modifications from an existing BED file",,
"2. c) Panel	 Category and subcategory combined			",,
"3a). Is this BED file used for Exome depth?	Yes/No			",Yes,
"3b). Is this BED file used to generate read counts or filter calls?	Yes/No/N/A			","Yes, filter calls",
"4. a) Is this BED file exclusively based on coordinates provided by a supplier? 	Yes/No/N/A			",No,
"4. b) If yes does this need further padding?	Yes/No/N/A			",N/A,
"5. a) Should specific transcripts be used to create the bed file? (as opposed to all transcripts for a gene)	Yes/No/N/A			",Yes,
"5. b) If specific transcripts are to be used have you provided multiple transcripts for the same gene? (if Yes please state)	Yes/No/N/A			",Yes,
"6. What padding is required around the exons?(usually 10, 30 or 50bp)",0,
"7. a) Should UTRs be included for ALL genes?	Yes/No			","Yes, 5' UTR only",
"7. b) Should UTRs be padded? and if so by how much	Yes(10/30/50bp)/No/N/A			",No,
"8. a) Are UTRs required for SOME genes? 	Yes/No			",No,
"8. b) Please list genes/transcripts	Yes/No/N/A			",N/A,
"8. c) Should UTRs be padded? and if so by how much	Yes(10/30/50bp)/No/N/A			",N/A,
"9. Any additional BED files to be included in this BED file?	 (eg intronic region BED files, SNP sites,  CNV control sites etc)	",No,
"10. Are any further regions required to be added?	Yes/No			",Yes,
"11. Are there any regions in the below transcripts that should be excluded?	 			",No,
"Requested by:				",Heidi Kuoppamaa,
"Requested date:				",11/12/2025,
"				",,
"Please list gene and transcripts below.				",,
,,
"Gene Name				",Transcript,
APC,NM_000038.6,
BMPR1A,NM_004329.3,
EPCAM,NM_002354.3,
MLH1,NM_000249.4,
MSH2,NM_000251.3,
MSH6,NM_000179.3,
MUTYH,NM_001048174.2,NM_001128425.2
NTHL1,NM_002528.7,
PMS2,NM_000535.7,
POLD1,NM_002691.4,
POLE,NM_006231.4,
PTEN,NM_000314.8,
RNF43,NM_017763.6,
SMAD4,NM_005359.6,
STK11,NM_000455.5,
GREM1,NM_013372.7,
SCG5,NM_001144757.3,
,,
Regions,,
APC_3UTR,chr5:112181828-112181947,
BMPR1A_3UTR,chr10:88687618-88687737,
EPCAM_3UTR,chr2:47614051-47614170,
GREM1_3UTR,chr15:33037198-33037317,
GREM1_SCG5_1,chr15:32991264-32991383,
GREM1_SCG5_10,chr15:33007405-33007604,
GREM1_SCG5_11,chr15:33008744-33008863,
GREM1_SCG5_12,chr15:33010004-33010104,
GREM1_SCG5_13,chr15:33010462-33010561,
GREM1_SCG5_14,chr15:33010635-33010953,
GREM1_SCG5_15,chr15:33016030-33016149,
GREM1_SCG5_2,chr15:32993176-32993295,
GREM1_SCG5_3,chr15:32993990-32994109,
GREM1_SCG5_4,chr15:32996308-32996427,
GREM1_SCG5_5,chr15:32998420-32998618,
GREM1_SCG5_6,chr15:33001665-33001863,
GREM1_SCG5_7,chr15:33003192-33003311,
GREM1_SCG5_8,chr15:33004518-33004716,
GREM1_SCG5_9,chr15:33006076-33006195,
MLH1_3UTR,chr3:37092207-37092367,
MSH2_3UTR,chr2:47710128-47710288,
MSH2_EPCAM_1,chr2:47616487-47616586,
MSH2_EPCAM_2,chr2:47617980-47618099,
MSH2_EPCAM_3,chr2:47622819-47622918,
MSH2_EPCAM_4,chr2:47625850-47625969,
MSH6_3UTR,chr2:48034020-48034180,
POLD1_3UTR,chr19:50921285-50921404,
POLE_3UTR,chr12:133200337-133200456,
PTEN_3UTR,chr10:89731578-89731697,
RNF43_3UTR,chr17:56431028-56431147,
SCG5_3UTR,chr15:32989184-32989303,
SMAD4_3UTR,chr18:48611303-48611422,
STK11_3UTR,chr19:1228320-1228439,
